SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,avg_monthly_spend,streaming_count,security_support_count
0,0,1,31,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.1,0,19.008064,0,0
0,1,1,13,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),61.8,0,57.7,0,3
0,1,1,28,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,49.9,0,50.36607,0,0
0,0,0,10,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.45,1,83.085,1,0
0,1,0,38,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.4,0,19.56579,0,0
0,0,0,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.3,1,45.3,0,0
0,1,0,67,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,104.1,1,105.08731,2,2
0,1,0,52,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Mailed check,75.4,0,74.33558,2,2
0,1,1,62,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,108.15,0,110.091125,2,4
0,0,0,16,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,86.25,0,83.75625,1,1
1,1,0,5,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.0,1,74.33,0,1
0,0,0,12,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,95.7,0,98.666664,2,1
0,1,1,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.85,0,117.745834,2,4
1,0,0,71,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),105.75,0,103.9838,2,2
0,1,0,24,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,0,19.035418,0,0
0,0,0,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,0,22.106667,0,0
0,1,0,67,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Credit card (automatic),90.6,1,90.3903,1,2
0,0,1,2,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),60.95,0,67.3,0,2
0,1,1,5,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.05,0,25.1,0,0
0,1,0,15,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,88.15,1,92.706665,2,0
0,0,0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,1,20.2,0,0
0,1,1,41,DSL,Yes,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),60.3,0,61.25122,0,3
0,0,1,43,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,63.95,0,63.652325,1,2
1,1,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.3,0,74.3,0,0
1,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,0,70.6,0,0
0,1,1,26,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.8,1,90.83846,2,0
0,0,0,22,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.35,1,78.652275,0,1
0,1,0,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),90.55,0,90.19718,2,4
0,0,0,7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.45,0,23.62143,0,0
1,0,0,28,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),64.45,0,66.7,0,3
1,0,0,16,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.65,0,65.20625,0,0
0,0,0,7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,0,18.37143,0,0
0,0,0,69,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.5,0,108.05,2,3
0,0,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.7,0,24.7,0,0
0,0,0,3,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,77.4,0,68.71667,2,2
1,0,0,21,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),96.8,1,96.680954,2,1
0,1,0,69,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),85.4,0,85.06377,0,2
0,1,0,71,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),47.6,0,47.574646,0,4
0,1,1,69,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,0,19.510145,0,0
0,0,0,48,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.85,0,103.04271,2,2
0,1,0,47,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),83.35,1,86.489365,0,2
0,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.4,1,53.275,0,0
0,0,0,45,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.45,0,110.32667,2,3
0,0,0,51,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),81.0,0,80.11275,0,1
0,1,0,22,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,79.2,1,79.21591,2,2
0,0,0,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.65,0,86.45556,2,4
0,1,1,37,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,92.95,0,92.304054,1,2
0,1,1,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,90.35,0,89.08803,2,4
0,1,1,7,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,48.7,1,48.607143,0,1
0,0,0,66,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.15,0,25.50909,0,0
0,1,1,51,DSL,Yes,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),76.4,0,77.77059,2,2
0,1,1,30,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.55,0,20.283333,0,0
0,0,0,34,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,85.35,0,85.194115,1,0
0,1,1,64,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.8,0,23.66953,0,0
1,1,0,65,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.15,0,104.49923,2,2
0,0,0,47,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,100.75,0,99.34468,1,3
0,0,0,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.6,1,95.6,2,1
0,0,0,49,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),59.75,1,59.883675,0,2
0,1,1,67,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),94.1,0,94.07164,1,2
0,0,1,39,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.35,0,19.979486,0,0
0,0,0,14,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,0,20.267857,0,0
1,0,0,43,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,1,106.99303,2,3
1,0,0,56,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.05,0,99.89286,2,1
0,0,0,14,DSL,No,No,No,Yes,No,Yes,One year,0,Credit card (automatic),59.1,0,55.20357,1,1
0,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,71.35,1,71.35,0,0
0,1,1,16,DSL,Yes,Yes,No,No,No,No,One year,1,Mailed check,55.85,0,53.6125,0,2
0,1,1,70,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.05,0,107.915,2,2
1,1,0,72,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),84.1,0,83.078476,2,3
0,1,1,23,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),75.3,0,74.03913,0,1
0,0,1,21,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.7,0,22.245237,0,0
0,0,0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.15,1,20.15,0,0
0,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.75,1,69.75,0,0
1,1,0,32,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.2,1,91.59375,2,0
0,1,1,17,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,80.85,1,82.40294,1,0
0,0,0,4,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,33.65,1,34.4625,0,2
0,0,0,36,DSL,No,No,Yes,No,No,No,One year,0,Electronic check,55.8,0,53.930557,0,1
0,0,0,50,DSL,No,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),39.7,0,38.655,0,3
0,1,1,48,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),29.5,0,29.646875,0,1
0,0,1,50,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.15,0,19.417,0,0
0,1,0,72,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),79.55,0,80.70695,1,4
0,0,1,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),24.8,0,22.39,0,0
0,0,0,18,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,0,21.76111,0,0
0,0,0,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.95,1,79.95,1,0
0,0,0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.3,1,19.3,0,0
0,0,0,9,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.05,0,90.183334,2,1
0,0,0,2,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,90.75,0,87.375,1,1
0,1,0,40,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),78.85,0,78.17125,0,1
0,1,0,69,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),99.5,0,99.15145,2,1
0,1,0,37,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,1,Electronic check,99.2,1,101.47568,1,3
0,0,1,18,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),80.55,0,78.147224,0,1
1,1,0,11,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,0,75.88182,0,0
0,1,0,8,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.2,1,78.425,1,0
0,0,0,3,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.25,1,80.666664,0,0
0,1,1,55,DSL,Yes,No,No,No,No,Yes,One year,0,Credit card (automatic),59.45,0,57.4,1,1
0,1,0,33,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,93.35,0,93.69697,1,2
0,0,0,46,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.95,0,47.15,0,0
0,0,0,34,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.1,0,28.833824,0,0
0,0,0,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.2,0,21.983334,0,0
0,1,1,30,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.25,0,23.73,0,0
0,0,0,33,DSL,Yes,No,No,Yes,No,No,One year,0,Electronic check,59.4,0,59.17576,0,2
0,1,1,45,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),95.0,0,97.085556,1,2
0,0,0,40,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,61.9,0,66.1775,0,3
0,0,0,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,118.65,0,119.40282,2,4
0,0,0,1,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,54.35,1,54.35,0,1
0,1,1,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),64.45,0,62.88889,2,4
0,1,1,22,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.15,0,81.39318,1,0
0,1,1,46,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,0,18.382608,0,0
0,1,1,55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,0,22.005455,0,0
0,0,0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,0,20.45,0,0
0,0,0,12,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,75.85,0,71.20417,2,1
0,0,0,31,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.45,0,78.35806,0,1
0,1,0,5,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.95,1,20.08,0,0
0,1,1,67,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,75.5,0,78.05149,2,1
0,0,0,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.45,0,44.45,0,0
0,1,0,40,DSL,Yes,Yes,Yes,No,No,No,One year,1,Electronic check,42.35,1,42.91125,0,3
0,1,1,41,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),74.55,0,73.745125,1,3
0,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.3,1,75.3,0,0
0,0,0,51,Fiber optic,Yes,Yes,No,No,Yes,No,One year,1,Electronic check,94.8,1,94.854904,1,2
0,1,1,42,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),48.15,0,48.388096,1,3
0,1,1,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,0,18.995651,0,0
1,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.55,1,70.55,0,0
0,0,0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,0,20.15,0,0
0,0,0,56,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),106.6,0,105.24911,2,2
0,0,1,15,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.0,0,95.33667,1,1
0,1,1,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.4,0,26.083334,0,0
0,1,1,54,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),69.95,0,71.70093,1,3
0,0,0,7,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,66.85,0,65.442856,2,0
0,1,1,33,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),86.15,1,83.20303,1,0
0,1,1,16,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.15,0,21.334375,0,0
0,0,1,21,DSL,Yes,No,Yes,No,No,Yes,One year,0,Mailed check,64.85,0,63.657143,1,2
1,1,0,30,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,74.85,0,72.725,2,1
0,0,0,3,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.5,0,49.25,0,1
0,0,0,11,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,72.9,0,74.40455,0,1
0,0,0,62,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),115.05,0,115.05565,2,4
0,0,0,18,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.0,0,19.377777,0,0
0,0,1,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,0,21.433332,0,0
0,0,0,46,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,101.1,0,101.61739,2,1
0,0,0,21,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.1,0,82.73572,1,0
0,0,0,68,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.15,0,22.041912,0,0
0,0,0,1,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.1,0,50.1,0,0
0,1,0,25,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.6,0,71.91,0,1
0,0,1,24,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,0,20.754168,0,0
0,1,0,30,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.0,1,87.475,1,0
0,0,0,2,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.55,1,92.05,1,0
0,1,0,51,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.8,0,107.81961,2,2
0,1,1,57,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,84.5,0,85.00702,2,3
0,0,0,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.05,0,24.606667,0,0
0,1,1,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),83.7,0,84.67917,2,4
0,0,0,2,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,75.8,1,80.375,0,1
0,1,0,28,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Credit card (automatic),96.6,0,95.869644,1,2
1,1,0,29,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.5,1,103.59138,2,1
0,1,1,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),101.1,0,99.92571,1,4
0,0,0,13,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.2,0,21.01923,0,0
1,1,0,59,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Electronic check,94.05,0,92.94746,0,4
1,1,0,13,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.25,1,94.89616,2,0
1,1,0,7,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.4,1,75.41428,0,0
0,1,0,62,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,81.0,0,80.41774,2,3
0,0,0,21,DSL,Yes,No,Yes,Yes,No,No,One year,1,Electronic check,60.25,0,59.92143,0,3
0,0,0,2,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,60.85,0,55.7,1,1
0,0,0,1,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),43.95,0,43.95,0,0
0,0,0,4,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,86.05,0,77.025,1,1
0,0,0,19,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.25,0,20.192104,0,0
0,0,0,30,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,85.15,1,85.19666,1,1
0,1,1,67,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.4,0,19.167164,0,0
1,1,0,72,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),102.65,0,104.86528,1,3
0,1,0,53,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.9,0,20.94434,0,0
0,0,0,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.55,0,19.92,0,0
1,1,0,71,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),95.5,0,94.4669,1,3
0,1,1,50,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),84.15,0,83.288,2,3
0,1,1,56,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,103.2,0,104.88839,2,2
0,0,0,2,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),50.2,0,54.625,0,1
1,0,0,2,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,88.55,1,89.625,1,1
0,1,1,24,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,54.75,1,55.75625,0,1
0,1,1,46,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.95,0,18.747826,0,0
0,1,0,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,116.25,0,120.63028,2,4
0,0,0,29,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,31.2,0,31.937931,0,1
0,1,1,69,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,0,24.90145,0,0
0,1,0,71,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),84.2,0,83.89929,2,3
1,0,0,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.3,1,91.3,2,0
1,1,0,56,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.65,0,86.150894,2,4
0,0,1,56,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,21.2,0,22.11875,0,0
0,0,0,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.5,1,79.5,1,0
0,1,0,28,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,25.55,0,24.007143,0,0
0,1,1,19,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,0,20.11579,0,0
0,1,0,66,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,63.85,0,64.61515,1,1
0,1,1,17,DSL,No,No,Yes,Yes,No,No,One year,1,Mailed check,61.95,0,62.982353,0,2
0,1,1,52,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,0,25.881731,0,0
0,0,0,19,DSL,No,Yes,No,No,Yes,No,One year,0,Electronic check,58.2,0,55.013157,1,1
0,0,0,36,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),85.85,0,83.431946,2,4
1,1,0,7,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.1,1,66.792854,0,0
0,1,1,72,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),104.9,0,104.6875,1,4
0,1,1,67,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,111.3,1,111.673134,2,3
1,0,0,34,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,99.85,0,98.32794,2,2
1,1,0,57,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),95.25,1,95.2114,1,2
0,1,0,7,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,86.25,1,83.87143,1,1
1,1,0,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.8,1,100.8,2,1
0,1,0,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.55,0,20.14375,0,0
0,0,0,69,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,104.0,0,101.86232,2,2
0,1,0,50,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Mailed check,104.4,0,104.658,2,2
0,0,0,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,0,22.585,0,0
0,1,1,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.25,0,22.891666,0,0
0,0,0,14,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,86.3,1,84.35357,1,1
0,1,0,70,DSL,Yes,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),49.85,0,48.145714,1,3
1,0,0,64,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.95,0,111.11406,2,3
0,1,1,66,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.9,0,90.28561,2,4
0,1,1,71,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),82.0,0,84.50493,2,3
1,0,0,20,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.95,0,82.4225,2,0
0,1,0,72,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),79.35,0,79.90625,2,3
0,1,1,71,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),64.05,0,63.28028,0,4
0,1,1,38,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),101.15,0,104.12369,2,1
0,0,0,28,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.95,1,93.769646,1,1
1,1,0,17,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,76.45,1,72.55294,0,1
0,0,0,33,DSL,No,Yes,No,No,Yes,No,One year,1,Electronic check,39.1,0,39.666668,1,1
0,1,1,23,DSL,Yes,No,No,Yes,No,No,Two year,0,Mailed check,34.6,0,35.36739,0,2
0,1,1,58,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,19.55,0,19.11724,0,0
1,1,0,70,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),104.45,0,104.990715,2,2
0,1,0,4,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.5,0,73.55,0,0
0,1,1,45,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.35,0,20.64889,0,0
0,0,0,10,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.0,1,74.0,0,0
0,1,1,36,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,0,20.958334,0,0
0,0,0,54,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Mailed check,69.9,0,71.912964,1,3
